deli_num,hyp_num,url_len,nor_tld_token,sus_word_token
5,5,46,0,0
5,5,42,1,0
5,5,46,0,0
5,5,44,1,0
5,5,44,1,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,43,1,0
5,5,45,1,0
0,0,21,1,0
5,5,46,0,0
5,5,47,0,0
0,0,14,0,0
5,5,43,1,0
5,5,46,0,0
5,5,45,0,0
5,5,43,1,0
5,5,44,0,0
5,5,46,0,0
5,5,43,1,0
5,5,45,0,0
5,5,43,0,0
5,5,43,1,0
5,5,42,1,0
5,5,45,1,0
0,0,15,0,1
5,5,47,0,0
5,5,44,0,0
5,5,44,1,0
5,5,42,1,0
5,5,45,0,0
5,5,45,0,0
5,5,46,0,0
5,5,44,1,0
5,5,46,0,0
5,5,44,1,0
0,0,11,0,0
5,5,46,0,0
5,5,43,1,0
5,5,43,1,0
5,5,44,1,0
5,5,44,1,0
5,5,46,0,0
5,5,45,0,0
5,5,45,0,0
5,5,43,1,0
5,5,45,0,0
0,0,10,1,0
5,5,43,1,0
5,5,42,1,0
5,5,45,1,0
5,5,43,1,0
0,0,17,0,0
5,5,46,0,0
5,5,44,0,0
5,5,43,1,0
5,5,46,0,0
5,5,43,1,0
5,5,44,0,0
5,5,43,1,0
5,5,49,0,0
5,5,41,1,0
5,5,46,0,0
5,5,46,0,0
0,0,13,0,1
5,5,44,1,0
5,5,43,1,0
5,5,46,0,0
5,5,42,1,0
5,5,46,0,0
5,5,42,1,0
5,5,42,1,0
5,5,42,1,0
5,5,44,1,0
5,5,46,0,0
5,5,44,1,0
5,5,43,0,0
5,5,44,0,0
5,5,46,0,0
5,5,45,0,0
5,5,44,1,0
5,5,45,0,0
5,5,46,0,0
5,5,44,1,0
0,0,19,1,1
5,5,44,1,0
5,5,45,0,0
5,5,44,0,0
5,5,45,0,0
5,5,43,1,0
0,0,15,0,0
5,5,42,1,0
5,5,44,1,0
5,5,44,1,0
5,5,41,1,0
5,5,44,0,0
5,5,45,0,0
5,5,43,0,0
5,5,46,0,0
5,5,43,1,0
5,5,47,0,0
5,5,45,0,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,46,0,0
5,5,45,0,0
5,5,43,1,0
5,5,47,0,0
5,5,46,0,0
5,5,44,1,0
5,5,46,0,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,45,1,0
5,5,45,1,0
5,5,45,0,0
5,5,42,1,0
5,5,42,1,0
5,5,44,0,0
5,5,45,0,0
0,0,16,1,0
5,5,46,0,0
5,5,45,0,0
5,5,42,1,0
5,5,43,1,0
5,5,45,1,0
5,5,46,0,0
5,5,42,1,0
5,5,44,0,0
5,5,45,0,0
5,5,44,0,0
5,5,43,1,0
0,0,19,1,0
5,5,46,0,0
5,5,43,1,0
5,5,44,0,0
5,5,45,0,0
5,5,45,0,0
5,5,43,1,0
5,5,45,0,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,45,1,0
5,5,42,1,0
5,5,48,0,0
5,5,45,0,0
5,5,43,0,0
5,5,43,1,0
5,5,45,1,0
5,5,45,0,0
5,5,47,0,0
5,5,46,0,0
5,5,45,0,0
5,5,45,0,0
5,5,44,1,0
5,5,43,0,0
5,5,45,1,0
5,5,49,0,0
5,5,46,0,0
5,5,46,0,0
5,5,46,0,0
5,5,44,1,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,47,0,0
5,5,44,1,0
5,5,44,0,0
5,5,46,0,0
5,5,45,0,0
0,0,25,1,0
0,0,19,0,0
5,5,44,1,0
5,5,46,0,0
5,5,43,1,0
5,5,46,0,0
5,5,44,1,0
5,5,44,0,0
5,5,47,0,0
5,5,43,1,0
5,5,45,1,0
5,5,44,1,0
5,5,45,0,0
5,5,45,0,0
5,5,46,0,0
5,5,45,0,0
5,5,43,1,0
5,5,45,1,0
5,5,45,1,0
5,5,47,0,0
5,5,45,0,0
5,5,44,1,0
5,5,46,0,0
5,5,41,1,0
5,5,45,0,0
5,5,42,1,0
0,0,18,0,0
5,5,42,1,0
5,5,47,0,0
5,5,44,0,0
5,5,43,1,0
5,5,45,1,0
0,0,12,0,0
5,5,44,1,0
5,5,46,0,0
5,5,43,1,0
5,5,44,1,0
5,5,45,0,0
5,5,47,0,0
5,5,43,1,0
5,5,44,1,0
5,5,45,0,0
5,5,45,1,0
5,5,44,1,0
5,5,42,1,0
5,5,47,0,0
5,5,43,1,0
5,5,44,1,0
5,5,44,0,0
5,5,44,1,0
5,5,45,0,0
5,5,44,1,0
5,5,44,1,0
5,5,46,0,0
5,5,41,1,0
5,5,45,0,0
5,5,48,0,0
5,5,43,1,0
5,5,48,0,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,43,0,0
5,5,43,1,0
5,5,44,0,0
5,5,45,1,0
5,5,43,1,0
5,5,42,1,0
5,5,43,0,0
5,5,47,0,0
5,5,43,0,0
5,5,44,1,0
5,5,45,0,0
5,5,46,0,0
5,5,44,0,0
5,5,45,0,0
5,5,46,0,0
5,5,42,1,0
5,5,44,1,0
5,5,46,0,0
0,0,15,1,0
5,5,45,0,0
5,5,45,0,0
5,5,46,0,0
5,5,46,0,0
5,5,46,0,0
5,5,43,1,0
5,5,45,1,0
5,5,45,1,0
5,5,47,0,0
5,5,47,0,0
5,5,43,0,0
5,5,47,0,0
5,5,44,0,0
5,5,43,1,0
5,5,44,0,0
5,5,43,1,0
5,5,45,0,0
5,5,43,1,0
5,5,44,1,0
5,5,46,0,0
5,5,42,1,0
0,0,12,1,0
5,5,46,0,0
5,5,47,0,0
5,5,42,1,0
5,5,45,0,0
5,5,47,0,0
5,5,44,1,0
5,5,45,1,0
5,5,45,0,0
5,5,44,1,0
5,5,45,0,0
5,5,41,1,0
5,5,47,0,0
5,5,45,0,0
5,5,44,0,0
5,5,44,1,0
5,5,46,0,0
5,5,43,0,0
5,5,46,0,0
5,5,44,0,0
5,5,42,1,0
5,5,45,0,0
5,5,46,0,0
5,5,44,1,0
5,5,45,0,0
5,5,45,0,0
5,5,42,1,0
5,5,46,0,0
5,5,46,0,0
5,5,44,1,0
5,5,45,0,0
5,5,43,1,0
1,1,36,1,0
5,5,46,0,0
5,5,45,0,0
5,5,42,1,0
0,0,14,0,1
5,5,43,1,0
5,5,43,1,0
5,5,46,0,0
5,5,44,1,0
5,5,44,1,0
0,0,16,1,0
5,5,41,1,0
5,5,45,0,0
5,5,44,1,0
0,0,16,1,0
5,5,44,1,0
5,5,42,1,0
5,5,45,0,0
0,0,15,1,1
5,5,46,0,0
5,5,43,1,0
5,5,44,1,0
5,5,45,0,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,44,0,0
5,5,46,0,0
5,5,46,0,0
5,5,45,0,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,46,0,0
5,5,43,1,0
5,5,45,1,0
5,5,43,1,0
5,5,43,1,0
5,5,45,0,0
5,5,46,0,0
5,5,42,1,0
5,5,43,1,0
5,5,44,1,0
5,5,46,0,0
0,0,17,0,0
5,5,46,0,0
5,5,41,0,0
5,5,42,1,0
5,5,45,1,0
5,5,46,0,0
5,5,44,1,0
5,5,43,1,0
5,5,46,0,0
5,5,44,1,0
5,5,44,1,0
5,5,44,1,0
5,5,45,0,0
5,5,44,0,0
5,5,46,0,0
5,5,45,0,0
5,5,44,0,0
5,5,44,1,0
0,0,18,1,0
5,5,46,0,0
5,5,46,0,0
5,5,42,1,0
5,5,46,0,0
0,0,14,1,0
5,5,46,0,0
5,5,45,1,0
5,5,46,0,0
5,5,47,0,0
5,5,45,0,0
5,5,45,0,0
5,5,45,0,0
5,5,46,0,0
5,5,44,1,0
5,5,44,0,0
5,5,46,0,0
5,5,44,1,0
5,5,45,0,0
5,5,45,1,0
5,5,46,0,0
5,5,44,1,0
5,5,45,0,0
5,5,43,1,0
5,5,45,1,0
5,5,42,1,0
5,5,45,0,0
5,5,45,0,0
5,5,41,1,0
5,5,46,0,0
5,5,46,0,0
5,5,44,0,0
5,5,45,0,0
0,0,13,0,1
5,5,46,0,0
5,5,44,1,0
5,5,45,0,0
5,5,47,0,0
5,5,45,1,0
5,5,45,0,0
5,5,46,0,0
5,5,44,1,0
5,5,43,1,0
0,0,15,1,0
5,5,45,0,0
5,5,43,1,0
5,5,46,0,0
5,5,46,0,0
5,5,45,0,0
5,5,43,1,0
5,5,42,1,0
5,5,47,0,0
5,5,47,0,0
5,5,46,0,0
5,5,43,1,0
5,5,45,1,0
5,5,45,0,0
5,5,44,1,0
5,5,45,0,0
5,5,45,0,0
5,5,40,1,0
5,5,42,1,0
5,5,45,0,0
5,5,46,0,0
5,5,42,1,0
5,5,47,0,0
5,5,46,0,0
5,5,47,0,0
5,5,45,1,0
5,5,44,0,0
5,5,45,0,0
5,5,44,1,0
5,5,44,0,0
5,5,43,1,0
5,5,45,0,0
5,5,43,1,0
5,5,45,0,0
5,5,46,0,0
5,5,45,0,0
5,5,45,0,0
5,5,43,1,0
5,5,45,0,0
5,5,43,1,0
5,5,44,1,0
5,5,45,1,0
5,5,41,1,0
5,5,45,0,0
5,5,44,1,0
0,0,12,0,0
5,5,42,1,0
5,5,43,1,0
5,5,45,0,0
5,5,44,1,0
5,5,43,1,0
5,5,46,0,0
5,5,41,1,0
5,5,44,1,0
5,5,42,1,0
5,5,42,1,0
5,5,45,0,0
5,5,46,0,0
5,5,44,0,0
5,5,43,1,0
5,5,45,0,0
5,5,49,0,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,47,0,0
5,5,44,0,0
0,0,17,0,0
5,5,45,0,0
5,5,44,1,0
5,5,46,0,0
5,5,42,1,0
5,5,43,1,0
5,5,45,0,0
0,0,27,1,0
5,5,43,1,0
5,5,41,1,0
5,5,44,1,0
5,5,44,1,0
5,5,46,0,0
5,5,43,1,0
5,5,44,0,0
5,5,44,1,0
5,5,47,0,0
5,5,44,1,0
5,5,45,1,0
5,5,45,1,0
5,5,43,1,0
5,5,44,1,0
5,5,45,0,0
5,5,46,0,0
5,5,46,0,0
5,5,45,1,0
5,5,44,0,0
5,5,44,1,0
5,5,43,1,0
5,5,45,1,0
5,5,45,0,0
5,5,45,1,0
5,5,46,0,0
0,0,30,0,0
0,0,21,0,1
5,5,46,0,0
5,5,45,0,0
5,5,45,0,0
5,5,46,0,0
5,5,44,1,0
5,5,45,0,0
5,5,45,1,0
5,5,44,1,0
5,5,44,0,0
5,5,45,0,0
5,5,45,1,0
5,5,44,1,0
5,5,45,0,0
5,5,43,0,0
5,5,47,0,0
5,5,43,1,0
5,5,46,0,0
5,5,43,1,0
5,5,42,1,0
5,5,44,1,0
5,5,41,1,0
5,5,47,0,0
5,5,45,0,0
5,5,44,1,0
5,5,46,0,0
5,5,45,1,0
5,5,43,1,0
5,5,45,1,0
0,0,17,0,1
0,0,32,0,0
5,5,44,0,0
5,5,47,0,0
5,5,46,0,0
5,5,44,0,0
5,5,43,1,0
5,5,41,1,0
0,0,26,0,0
5,5,43,1,0
5,5,45,1,0
5,5,46,0,0
5,5,46,0,0
5,5,46,0,0
5,5,44,0,0
5,5,46,0,0
5,5,45,0,0
5,5,46,0,0
5,5,44,0,0
5,5,45,0,0
5,5,43,1,0
5,5,43,1,0
5,5,44,0,0
5,5,46,0,0
5,5,45,0,0
5,5,45,0,0
5,5,43,1,0
5,5,45,0,0
6,6,47,0,0
5,5,47,0,0
5,5,46,0,0
5,5,44,1,0
5,5,45,0,0
5,5,46,0,0
5,5,44,1,0
5,5,43,1,0
5,5,43,1,0
0,0,15,0,1
5,5,46,0,0
0,0,21,0,0
5,5,45,0,0
5,5,44,1,0
5,5,44,1,0
5,5,45,0,0
5,5,43,1,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,46,0,0
5,5,46,0,0
5,5,44,0,0
5,5,44,0,0
5,5,43,1,0
0,0,14,0,1
5,5,45,1,0
5,5,41,1,0
5,5,46,0,0
0,0,22,0,0
5,5,44,0,0
5,5,45,1,0
5,5,43,1,0
5,5,45,1,0
5,5,45,0,0
5,5,44,1,0
0,0,16,1,0
5,5,45,1,0
5,5,43,0,0
5,5,43,1,0
5,5,45,0,0
5,5,42,1,0
5,5,42,1,0
5,5,43,1,0
5,5,47,0,0
5,5,43,1,0
5,5,43,1,0
5,5,49,0,0
5,5,45,0,0
0,0,11,1,0
5,5,44,1,0
5,5,42,1,0
5,5,44,1,0
5,5,47,0,0
5,5,44,1,0
5,5,42,1,0
5,5,44,0,0
5,5,43,1,0
5,5,43,1,0
5,5,45,0,0
5,5,44,0,0
5,5,42,1,0
5,5,46,0,0
0,0,19,1,0
5,5,43,1,0
5,5,46,0,0
5,5,41,1,0
5,5,46,0,0
5,5,43,1,0
5,5,45,0,0
5,5,43,0,0
5,5,43,0,0
5,5,47,0,0
5,5,44,0,0
5,5,46,0,0
5,5,47,0,0
1,1,9,0,0
5,5,44,0,0
5,5,46,0,0
5,5,46,0,0
5,5,45,0,0
0,0,10,0,0
5,5,45,0,0
5,5,42,1,0
5,5,43,1,0
5,5,41,1,0
5,5,44,0,0
5,5,43,1,0
5,5,45,1,0
5,5,47,0,0
5,5,43,0,0
5,5,44,0,0
5,5,42,1,0
5,5,45,0,0
5,5,44,1,0
5,5,42,1,0
5,5,45,0,0
5,5,45,0,0
5,5,44,0,0
5,5,43,1,0
0,0,17,0,1
5,5,47,0,0
5,5,46,0,0
5,5,46,0,0
1,1,64,0,0
5,5,47,0,0
5,5,42,1,0
5,5,43,0,0
5,5,41,1,0
5,5,41,1,0
0,0,38,0,0
5,5,44,1,0
5,5,44,0,0
5,5,45,0,0
5,5,42,1,0
5,5,44,1,0
5,5,43,1,0
5,5,44,1,0
5,5,44,0,0
5,5,45,0,0
0,0,19,0,0
5,5,44,1,0
0,0,30,1,0
5,5,47,0,0
5,5,45,0,0
5,5,43,0,0
5,5,46,0,0
5,5,43,1,0
5,5,45,0,0
5,5,43,1,0
5,5,44,1,0
5,5,44,0,0
5,5,47,0,0
5,5,44,1,0
5,5,45,0,0
5,5,43,1,0
5,5,47,0,0
5,5,45,0,0
5,5,43,1,0
5,5,41,1,0
5,5,44,1,0
5,5,45,0,0
5,5,46,0,0
5,5,46,0,0
5,5,45,1,0
5,5,43,0,0
5,5,45,0,0
5,5,42,1,0
5,5,43,0,0
5,5,44,1,0
5,5,45,1,0
5,5,43,1,0
5,5,41,1,0
5,5,44,1,0
0,0,13,0,0
5,5,44,1,0
5,5,44,1,0
5,5,48,0,0
5,5,46,0,0
5,5,43,1,0
5,5,46,0,0
5,5,46,0,0
5,5,44,1,0
5,5,44,1,0
5,5,46,0,0
5,5,42,1,0
5,5,46,0,0
5,5,46,0,0
5,5,45,1,0
5,5,44,1,0
5,5,46,0,0
5,5,45,0,0
5,5,43,1,0
5,5,44,0,0
1,1,11,0,0
5,5,45,0,0
5,5,45,0,0
5,5,44,0,0
5,5,44,1,0
5,5,45,0,0
5,5,45,0,0
5,5,45,0,0
5,5,45,0,0
5,5,47,0,0
5,5,44,0,0
5,5,47,0,0
5,5,45,0,0
5,5,50,0,0
5,5,45,0,0
5,5,43,1,0
5,5,43,1,0
5,5,46,0,0
0,0,16,0,0
5,5,43,1,0
5,5,45,1,0
5,5,44,0,0
5,5,47,0,0
5,5,45,1,0
5,5,43,1,0
5,5,43,1,0
5,5,45,0,0
5,5,45,0,0
5,5,49,0,0
5,5,46,0,0
5,5,42,1,0
5,5,43,1,0
5,5,44,0,0
5,5,43,1,0
0,0,13,1,1
5,5,44,1,0
5,5,44,1,0
5,5,43,1,0
5,5,44,0,0
5,5,42,1,0
5,5,44,1,0
5,5,44,0,0
5,5,46,0,0
5,5,44,1,0
5,5,44,1,0
5,5,45,0,0
5,5,47,0,0
5,5,45,0,0
5,5,45,1,0
5,5,44,0,0
5,5,44,1,0
5,5,44,1,0
5,5,46,0,0
5,5,44,0,0
5,5,46,0,0
0,0,15,0,1
5,5,43,1,0
5,5,45,0,0
5,5,44,1,0
5,5,45,0,0
5,5,45,1,0
5,5,45,0,0
5,5,46,0,0
5,5,43,1,0
5,5,44,0,0
5,5,46,0,0
5,5,43,1,0
5,5,43,0,0
5,5,44,1,0
5,5,43,1,0
5,5,44,1,0
5,5,43,1,0
5,5,46,0,0
5,5,45,1,0
5,5,46,0,0
5,5,44,0,0
5,5,45,0,0
5,5,45,0,0
5,5,43,1,0
5,5,44,1,0
5,5,45,0,0
5,5,44,1,0
5,5,43,1,0
0,0,27,0,0
5,5,46,0,0
5,5,46,0,0
5,5,47,0,0
5,5,42,1,0
5,5,45,0,0
0,0,16,0,1
5,5,45,0,0
5,5,45,0,0
5,5,44,0,0
5,5,43,1,0
5,5,45,1,0
5,5,43,1,0
5,5,45,0,0
5,5,44,1,0
5,5,43,1,0
5,5,45,0,0
5,5,42,1,0
5,5,47,0,0
5,5,46,0,0
5,5,46,0,0
5,5,45,0,0
5,5,46,0,0
5,5,45,0,0
5,5,47,0,0
5,5,45,0,0
5,5,46,0,0
5,5,45,0,0
5,5,43,0,0
0,0,17,1,1
5,5,42,1,0
5,5,47,0,0
0,0,19,0,0
5,5,44,1,0
5,5,44,0,0
5,5,45,0,0
5,5,44,1,0
5,5,46,0,0
5,5,43,1,0
5,5,44,1,0
5,5,43,1,0
5,5,43,1,0
5,5,43,1,0
5,5,43,1,0
5,5,45,0,0
0,0,8,1,0
5,5,44,1,0
5,5,46,0,0
5,5,46,0,0
5,5,44,1,0
5,5,45,1,0
5,5,45,1,0
5,5,43,1,0
5,5,46,0,0
0,0,14,0,0
5,5,44,1,0
5,5,46,0,0
5,5,41,1,0
5,5,43,1,0
5,5,44,1,0
5,5,46,0,0
5,5,45,1,0
5,5,45,0,0
5,5,42,1,0
5,5,43,1,0
5,5,46,0,0
5,5,45,1,0
5,5,46,0,0
5,5,47,0,0
5,5,43,0,0
5,5,45,0,0
5,5,47,0,0
5,5,47,0,0
5,5,41,1,0
5,5,45,0,0
5,5,46,0,0
0,0,21,1,0
5,5,44,1,0
5,5,47,0,0
5,5,44,1,0
5,5,43,1,0
5,5,42,1,0
5,5,45,0,0
5,5,45,0,0
5,5,47,0,0
5,5,45,0,0
5,5,45,0,0
5,5,44,1,0
5,5,42,1,0
5,5,49,0,0
5,5,43,1,0
5,5,44,1,0
5,5,46,0,0
5,5,43,1,0
5,5,44,1,0
5,5,42,1,0
5,5,46,0,0
5,5,45,0,0
5,5,45,0,0
5,5,43,1,0
5,5,46,0,0
5,5,45,1,0
5,5,45,0,0
5,5,43,1,0
5,5,42,1,0
5,5,43,1,0
5,5,46,0,0
5,5,44,0,0
5,5,44,0,0
5,5,45,0,0
5,5,46,0,0
5,5,43,1,0
5,5,43,1,0
5,5,44,0,0
5,5,43,1,0
5,5,43,1,0
5,5,44,1,0
5,5,45,0,0
5,5,44,1,0
5,5,48,0,0
5,5,47,0,0
5,5,46,0,0
5,5,43,1,0
5,5,44,1,0
5,5,43,1,0
5,5,45,0,0
5,5,46,0,0
0,0,13,0,0
5,5,46,0,0
5,5,46,0,0
5,5,45,0,0
5,5,45,0,0
5,5,46,0,0
5,5,43,1,0
5,5,43,0,0
5,5,44,0,0
5,5,44,0,0
5,5,44,0,0
5,5,45,0,0
5,5,44,1,0
0,0,14,0,1
5,5,46,0,0
5,5,45,0,0
0,0,15,1,0
5,5,42,1,0
5,5,44,1,0
0,0,17,0,0
5,5,46,0,0
5,5,43,1,0
5,5,44,1,0
5,5,43,1,0
5,5,44,1,0
5,5,45,1,0
5,5,44,1,0
5,5,45,0,0
5,5,47,0,0
0,0,35,1,0
5,5,49,0,0
5,5,43,1,0
5,5,42,1,0
5,5,43,1,0
5,5,45,0,0
5,5,44,1,0
5,5,44,1,0
5,5,44,1,0
5,5,44,1,0
5,5,45,1,0
5,5,45,1,0
5,5,47,0,0
5,5,43,1,0
5,5,47,0,0
5,5,47,0,0
5,5,46,0,0
5,5,43,1,0
5,5,43,1,0
5,5,46,0,0
5,5,44,1,0
5,5,43,1,0
5,5,46,0,0
5,5,45,0,0
5,5,45,1,0
5,5,43,1,0
0,0,22,0,0
5,5,41,1,0
5,5,44,1,0
5,5,45,0,0
0,0,16,0,0
5,5,45,0,0
5,5,43,1,0
5,5,43,1,0
5,5,44,1,0
5,5,45,0,0
5,5,47,0,0
5,5,46,0,0
0,0,14,0,0
0,0,14,0,1
5,5,45,1,0
5,5,46,0,0
5,5,42,1,0
5,5,45,0,0
5,5,45,0,0
5,5,43,1,0
5,5,46,0,0
0,0,10,0,0
5,5,44,1,0
5,5,42,1,0
5,5,42,1,0
5,5,45,0,0
5,5,47,0,0
5,5,42,1,0
5,5,45,1,0
5,5,43,1,0
5,5,46,0,0
5,5,45,0,0
0,0,16,1,0
5,5,45,0,0
5,5,42,1,0
5,5,46,0,0
5,5,45,0,0
5,5,44,0,0
5,5,47,0,0
5,5,44,1,0
5,5,44,0,0
5,5,42,1,0
5,5,43,1,0
5,5,43,1,0
5,5,43,1,0
5,5,46,0,0
5,5,44,1,0
0,0,21,1,0
5,5,43,1,0
5,5,45,1,0
5,5,43,1,0
5,5,44,0,0
5,5,44,1,0
5,5,43,1,0
5,5,43,1,0
5,5,45,1,0
5,5,45,0,0
5,5,44,0,0
5,5,45,1,0
5,5,45,0,0
5,5,44,0,0
5,5,44,1,0
5,5,41,1,0
5,5,46,0,0
5,5,45,1,0
5,5,44,1,0
5,5,44,0,0
5,5,42,1,0
5,5,45,0,0
5,5,47,0,0
5,5,46,0,0
0,0,18,1,0
5,5,45,0,0
5,5,43,0,0
5,5,43,1,0
5,5,43,1,0
5,5,45,0,0
5,5,46,0,0
5,5,47,0,0
5,5,44,0,0
5,5,44,1,0
5,5,44,1,0
5,5,42,1,0
5,5,43,1,0
0,0,15,1,1
5,5,47,0,0
0,0,10,0,0
5,5,43,1,0
5,5,46,0,0
5,5,43,1,0
5,5,42,1,0
5,5,43,1,0
5,5,43,1,0
5,5,46,0,0
5,5,46,0,0
5,5,45,0,0
5,5,42,1,0
0,0,18,0,0
0,0,12,0,1
5,5,42,1,0
5,5,45,1,0
0,0,14,0,1
1,1,64,0,0
5,5,49,0,0
5,5,43,1,0
5,5,43,1,0
5,5,44,1,0
5,5,44,1,0
5,5,47,0,0
5,5,45,0,0
5,5,43,1,0
5,5,44,1,0
5,5,45,0,0
5,5,45,0,0
5,5,44,1,0
5,5,43,1,0
5,5,43,1,0
0,0,16,0,1
5,5,44,1,0
5,5,43,1,0
